source,target,weight,color
66,13,1,tab:brown
66,15,8,tab:brown
66,21,12,tab:brown
66,22,3,tab:brown
66,24,5,tab:brown
66,25,7,tab:brown
66,26,5,tab:brown
66,27,9,tab:brown
66,28,6,tab:brown
66,30,7,tab:brown
66,31,9,tab:brown
66,38,9,tab:brown
66,41,10,tab:brown
66,42,12,tab:brown
66,43,7,tab:brown
66,47,6,tab:brown
66,48,4,tab:brown
66,50,7,tab:brown
66,59,5,tab:brown
66,63,1,tab:brown
66,65,4,tab:brown
66,72,1,tab:brown
66,76,8,tab:brown
66,84,2,tab:brown
66,86,1,tab:brown
66,91,1,tab:brown
66,94,1,tab:brown
66,95,7,tab:brown
66,101,4,tab:brown
66,108,2,tab:brown
66,110,4,tab:brown
66,118,4,tab:brown
66,123,3,tab:brown
66,128,5,tab:brown
66,139,1,tab:brown
66,145,2,tab:brown
66,147,2,tab:brown
66,154,1,tab:brown
66,157,1,tab:brown
66,165,1,tab:brown
67,3,19,tab:green
67,5,1,tab:green
67,6,21,tab:green
67,8,4,tab:green
67,9,1,tab:green
67,10,27,tab:green
67,14,25,tab:green
67,15,1,tab:green
67,19,19,tab:green
67,24,1,tab:green
67,25,1,tab:green
67,34,1,tab:green
67,35,14,tab:green
67,38,1,tab:green
67,48,1,tab:green
67,52,18,tab:green
67,55,1,tab:green
67,62,5,tab:green
67,76,1,tab:green
67,83,1,tab:green
67,90,6,tab:green
68,1,1,tab:pink
68,17,10,tab:pink
68,20,1,tab:pink
68,29,11,tab:pink
68,39,2,tab:pink
68,44,9,tab:pink
68,46,10,tab:pink
68,53,4,tab:pink
68,54,9,tab:pink
68,55,2,tab:pink
68,56,7,tab:pink
68,58,3,tab:pink
68,60,7,tab:pink
68,61,3,tab:pink
68,70,2,tab:pink
68,71,4,tab:pink
68,77,2,tab:pink
68,78,4,tab:pink
68,80,1,tab:pink
68,82,3,tab:pink
68,89,5,tab:pink
68,96,4,tab:pink
68,102,2,tab:pink
68,105,3,tab:pink
68,114,2,tab:pink
68,115,1,tab:pink
68,116,1,tab:pink
68,121,1,tab:pink
68,126,1,tab:pink
68,129,1,tab:pink
68,134,1,tab:pink
68,136,3,tab:pink
68,138,1,tab:pink
68,155,3,tab:pink
68,158,1,tab:pink
68,162,2,tab:pink
68,167,3,tab:pink
68,174,1,tab:pink
68,177,1,tab:pink
68,184,2,tab:pink
69,3,1,tab:purple
69,5,1,tab:purple
69,6,2,tab:purple
69,8,20,tab:purple
69,10,2,tab:purple
69,16,13,tab:purple
69,19,2,tab:purple
69,34,13,tab:purple
69,45,5,tab:purple
69,49,8,tab:purple
69,51,4,tab:purple
69,52,2,tab:purple
69,71,1,tab:purple
69,81,5,tab:purple
69,83,4,tab:purple
69,85,1,tab:purple
69,90,1,tab:purple
69,93,7,tab:purple
69,104,5,tab:purple
69,108,1,tab:purple
69,111,4,tab:purple
69,125,1,tab:purple
69,156,1,tab:purple
69,163,3,tab:purple
69,166,1,tab:purple
69,168,1,tab:purple
70,17,12,tab:pink
70,29,6,tab:pink
70,44,11,tab:pink
70,46,6,tab:pink
70,53,5,tab:pink
70,54,4,tab:pink
70,55,1,tab:pink
70,56,4,tab:pink
70,58,4,tab:pink
70,60,6,tab:pink
70,61,2,tab:pink
70,71,6,tab:pink
70,75,5,tab:pink
70,77,3,tab:pink
70,78,2,tab:pink
70,82,5,tab:pink
70,87,12,tab:pink
70,89,1,tab:pink
70,96,2,tab:pink
70,105,6,tab:pink
70,106,4,tab:pink
70,114,5,tab:pink
70,115,4,tab:pink
70,116,1,tab:pink
70,120,2,tab:pink
70,129,1,tab:pink
70,133,5,tab:pink
70,134,1,tab:pink
70,136,1,tab:pink
70,155,1,tab:pink
70,164,2,tab:pink
70,174,2,tab:pink
70,182,1,tab:pink
70,184,1,tab:pink
71,3,1,tab:pink
71,9,1,tab:pink
71,17,5,tab:pink
71,18,1,tab:pink
71,24,2,tab:pink
71,27,2,tab:pink
71,29,4,tab:pink
71,30,3,tab:pink
71,31,1,tab:pink
71,33,1,tab:pink
71,35,1,tab:pink
71,38,1,tab:pink
71,39,1,tab:pink
71,40,1,tab:pink
71,41,1,tab:pink
71,42,1,tab:pink
71,44,1,tab:pink
71,53,6,tab:pink
71,54,2,tab:pink
71,55,3,tab:pink
71,56,3,tab:pink
71,58,4,tab:pink
71,60,4,tab:pink
71,61,5,tab:pink
71,70,1,tab:pink
71,75,1,tab:pink
71,77,2,tab:pink
71,78,2,tab:pink
71,79,1,tab:pink
71,82,1,tab:pink
71,100,1,tab:pink
71,105,4,tab:pink
71,106,1,tab:pink
71,108,1,tab:pink
71,114,1,tab:pink
71,121,5,tab:pink
71,134,1,tab:pink
71,136,1,tab:pink
71,171,1,tab:pink
71,184,1,tab:pink
72,1,1,tab:brown
72,7,12,tab:brown
72,9,6,tab:brown
72,11,9,tab:brown
72,13,1,tab:brown
72,15,4,tab:brown
72,21,8,tab:brown
72,22,4,tab:brown
72,24,5,tab:brown
72,25,10,tab:brown
72,26,2,tab:brown
72,27,8,tab:brown
72,28,7,tab:brown
72,29,1,tab:brown
72,30,2,tab:brown
72,31,6,tab:brown
72,38,9,tab:brown
72,41,3,tab:brown
72,43,2,tab:brown
72,47,4,tab:brown
72,48,5,tab:brown
72,50,8,tab:brown
72,58,1,tab:brown
72,59,7,tab:brown
72,63,2,tab:brown
72,64,5,tab:brown
72,65,2,tab:brown
72,66,2,tab:brown
72,76,6,tab:brown
72,84,5,tab:brown
72,86,2,tab:brown
72,91,2,tab:brown
72,92,2,tab:brown
72,94,1,tab:brown
72,95,3,tab:brown
72,101,6,tab:brown
72,108,9,tab:brown
72,109,5,tab:brown
72,118,5,tab:brown
72,123,1,tab:brown
72,128,7,tab:brown
72,138,1,tab:brown
72,139,4,tab:brown
72,143,2,tab:brown
72,144,2,tab:brown
72,145,2,tab:brown
72,147,4,tab:brown
72,154,4,tab:brown
72,157,2,tab:brown
72,165,1,tab:brown
73,0,6,tab:blue
73,1,19,tab:blue
73,2,7,tab:blue
73,3,1,tab:blue
73,4,8,tab:blue
73,5,11,tab:blue
73,12,2,tab:blue
73,18,3,tab:blue
73,20,5,tab:blue
73,23,7,tab:blue
73,32,7,tab:blue
73,33,13,tab:blue
73,36,7,tab:blue
73,37,2,tab:blue
73,39,3,tab:blue
73,40,9,tab:blue
73,43,1,tab:blue
73,57,4,tab:blue
73,74,1,tab:blue
73,79,3,tab:blue
73,80,1,tab:blue
73,88,10,tab:blue
73,95,3,tab:blue
73,97,2,tab:blue
73,102,1,tab:blue
73,103,1,tab:blue
73,108,1,tab:blue
73,119,6,tab:blue
73,122,1,tab:blue
73,124,1,tab:blue
73,126,3,tab:blue
73,137,4,tab:blue
73,172,2,tab:blue
74,0,5,tab:blue
74,1,3,tab:blue
74,2,1,tab:blue
74,4,1,tab:blue
74,5,10,tab:blue
74,12,1,tab:blue
74,18,17,tab:blue
74,20,9,tab:blue
74,33,3,tab:blue
74,36,20,tab:blue
74,37,9,tab:blue
74,39,14,tab:blue
74,40,5,tab:blue
74,57,10,tab:blue
74,61,1,tab:blue
74,79,5,tab:blue
74,80,2,tab:blue
74,102,5,tab:blue
74,119,3,tab:blue
74,126,1,tab:blue
74,136,1,tab:blue
74,142,1,tab:blue
74,172,1,tab:blue
74,183,1,tab:blue
75,29,5,tab:pink
75,44,1,tab:pink
75,46,4,tab:pink
75,53,4,tab:pink
75,54,7,tab:pink
75,55,13,tab:pink
75,56,5,tab:pink
75,58,3,tab:pink
75,60,3,tab:pink
75,61,8,tab:pink
75,70,1,tab:pink
75,71,5,tab:pink
75,77,9,tab:pink
75,78,5,tab:pink
75,87,2,tab:pink
75,89,1,tab:pink
75,100,3,tab:pink
75,106,3,tab:pink
75,114,2,tab:pink
75,115,1,tab:pink
75,133,1,tab:pink
75,136,1,tab:pink
75,158,4,tab:pink
75,160,2,tab:pink
75,164,1,tab:pink
75,171,2,tab:pink
75,176,3,tab:pink
75,177,3,tab:pink
75,182,2,tab:pink
76,7,4,tab:brown
76,8,1,tab:brown
76,9,2,tab:brown
76,11,4,tab:brown
76,13,2,tab:brown
76,14,1,tab:brown
76,15,4,tab:brown
76,21,2,tab:brown
76,22,1,tab:brown
76,24,3,tab:brown
76,25,5,tab:brown
76,26,3,tab:brown
76,27,9,tab:brown
76,28,2,tab:brown
76,30,9,tab:brown
76,31,8,tab:brown
76,34,2,tab:brown
76,38,3,tab:brown
76,40,1,tab:brown
76,41,6,tab:brown
76,42,3,tab:brown
76,43,1,tab:brown
76,47,5,tab:brown
76,48,4,tab:brown
76,50,3,tab:brown
76,59,2,tab:brown
76,63,1,tab:brown
76,64,1,tab:brown
76,65,1,tab:brown
76,66,1,tab:brown
76,101,1,tab:brown
76,108,2,tab:brown
76,123,6,tab:brown
76,139,3,tab:brown
76,143,1,tab:brown
76,144,1,tab:brown
76,154,1,tab:brown
77,17,2,tab:pink
77,29,1,tab:pink
77,53,3,tab:pink
77,54,7,tab:pink
77,55,7,tab:pink
77,56,4,tab:pink
77,58,7,tab:pink
77,60,12,tab:pink
77,61,1,tab:pink
77,68,1,tab:pink
77,70,1,tab:pink
77,71,4,tab:pink
77,75,8,tab:pink
77,78,1,tab:pink
77,87,2,tab:pink
77,89,1,tab:pink
77,96,3,tab:pink
77,100,3,tab:pink
77,106,1,tab:pink
77,114,1,tab:pink
77,115,1,tab:pink
77,129,1,tab:pink
77,133,1,tab:pink
77,136,1,tab:pink
77,155,1,tab:pink
77,158,2,tab:pink
77,160,4,tab:pink
77,162,2,tab:pink
77,164,1,tab:pink
77,176,6,tab:pink
77,177,1,tab:pink
78,3,1,tab:pink
78,15,1,tab:pink
78,17,4,tab:pink
78,29,6,tab:pink
78,33,1,tab:pink
78,44,4,tab:pink
78,46,1,tab:pink
78,53,12,tab:pink
78,54,8,tab:pink
78,55,3,tab:pink
78,56,3,tab:pink
78,58,2,tab:pink
78,60,7,tab:pink
78,61,6,tab:pink
78,68,3,tab:pink
78,70,1,tab:pink
78,71,3,tab:pink
78,75,2,tab:pink
78,77,1,tab:pink
78,82,1,tab:pink
78,87,3,tab:pink
78,89,1,tab:pink
78,96,4,tab:pink
78,100,1,tab:pink
78,105,4,tab:pink
78,106,1,tab:pink
78,110,1,tab:pink
78,115,1,tab:pink
78,116,3,tab:pink
78,121,3,tab:pink
78,129,2,tab:pink
78,134,1,tab:pink
78,136,1,tab:pink
78,182,2,tab:pink
78,184,1,tab:pink
79,1,4,tab:blue
79,3,2,tab:blue
79,4,1,tab:blue
79,5,6,tab:blue
79,6,3,tab:blue
79,10,2,tab:blue
79,14,1,tab:blue
79,15,1,tab:blue
79,18,2,tab:blue
79,20,4,tab:blue
79,24,4,tab:blue
79,25,1,tab:blue
79,27,1,tab:blue
79,30,3,tab:blue
79,31,1,tab:blue
79,33,3,tab:blue
79,35,1,tab:blue
79,37,2,tab:blue
79,39,1,tab:blue
79,40,3,tab:blue
79,61,1,tab:blue
79,74,1,tab:blue
79,88,2,tab:blue
79,95,1,tab:blue
79,102,3,tab:blue
79,104,1,tab:blue
79,105,1,tab:blue
79,142,4,tab:blue
79,152,1,tab:blue
80,0,3,tab:blue
80,1,5,tab:blue
80,2,1,tab:blue
80,4,1,tab:blue
80,5,9,tab:blue
80,12,2,tab:blue
80,18,6,tab:blue
80,20,5,tab:blue
80,29,1,tab:blue
80,32,2,tab:blue
80,33,4,tab:blue
80,36,4,tab:blue
80,37,8,tab:blue
80,39,5,tab:blue
80,40,13,tab:blue
80,56,1,tab:blue
80,57,3,tab:blue
80,58,1,tab:blue
80,61,3,tab:blue
80,64,1,tab:blue
80,68,2,tab:blue
80,74,3,tab:blue
80,79,3,tab:blue
80,88,3,tab:blue
80,102,7,tab:blue
80,119,1,tab:blue
80,126,3,tab:blue
80,131,1,tab:blue
80,136,1,tab:blue
80,162,1,tab:blue
80,172,1,tab:blue
80,183,2,tab:blue
81,3,1,tab:purple
81,5,1,tab:purple
81,6,1,tab:purple
81,8,14,tab:purple
81,9,1,tab:purple
81,10,1,tab:purple
81,14,2,tab:purple
81,16,21,tab:purple
81,34,13,tab:purple
81,35,1,tab:purple
81,42,1,tab:purple
81,45,5,tab:purple
81,49,15,tab:purple
81,51,14,tab:purple
81,52,2,tab:purple
81,61,1,tab:purple
81,69,3,tab:purple
81,83,1,tab:purple
81,85,10,tab:purple
81,93,2,tab:purple
81,104,5,tab:purple
81,111,3,tab:purple
81,163,1,tab:purple
81,166,4,tab:purple
82,17,10,tab:pink
82,29,6,tab:pink
82,44,14,tab:pink
82,46,13,tab:pink
82,50,1,tab:pink
82,53,1,tab:pink
82,54,4,tab:pink
82,55,2,tab:pink
82,56,4,tab:pink
82,58,5,tab:pink
82,60,2,tab:pink
82,61,1,tab:pink
82,68,10,tab:pink
82,70,5,tab:pink
82,71,5,tab:pink
82,78,5,tab:pink
82,87,4,tab:pink
82,89,7,tab:pink
82,100,1,tab:pink
82,114,3,tab:pink
82,116,1,tab:pink
82,120,3,tab:pink
82,121,1,tab:pink
82,129,1,tab:pink
82,134,6,tab:pink
82,136,1,tab:pink
82,155,3,tab:pink
82,160,2,tab:pink
82,167,5,tab:pink
82,174,2,tab:pink
82,176,1,tab:pink
82,182,1,tab:pink
82,184,1,tab:pink
83,3,1,tab:purple
83,6,1,tab:purple
83,8,9,tab:purple
83,16,6,tab:purple
83,25,1,tab:purple
83,34,5,tab:purple
83,35,1,tab:purple
83,45,9,tab:purple
83,49,8,tab:purple
83,51,6,tab:purple
83,65,1,tab:purple
83,67,1,tab:purple
83,69,9,tab:purple
83,81,1,tab:purple
83,85,4,tab:purple
83,93,8,tab:purple
83,104,8,tab:purple
83,111,2,tab:purple
83,125,1,tab:purple
83,151,3,tab:purple
83,153,1,tab:purple
83,156,2,tab:purple
83,163,1,tab:purple
83,169,1,tab:purple
84,7,5,tab:brown
84,9,2,tab:brown
84,11,8,tab:brown
84,13,1,tab:brown
84,14,1,tab:brown
84,15,6,tab:brown
84,21,4,tab:brown
84,22,2,tab:brown
84,24,3,tab:brown
84,26,2,tab:brown
84,27,6,tab:brown
84,28,4,tab:brown
84,30,10,tab:brown
84,31,9,tab:brown
84,38,4,tab:brown
84,41,6,tab:brown
84,42,12,tab:brown
84,43,3,tab:brown
84,47,1,tab:brown
84,48,7,tab:brown
84,50,3,tab:brown
84,56,1,tab:brown
84,59,2,tab:brown
84,63,1,tab:brown
84,64,2,tab:brown
84,65,2,tab:brown
84,66,1,tab:brown
84,72,3,tab:brown
84,76,4,tab:brown
84,86,2,tab:brown
84,92,2,tab:brown
84,94,1,tab:brown
84,101,2,tab:brown
84,108,5,tab:brown
84,118,3,tab:brown
84,123,3,tab:brown
84,128,3,tab:brown
84,132,1,tab:brown
84,143,2,tab:brown
84,144,1,tab:brown
84,145,1,tab:brown
84,154,3,tab:brown
84,157,1,tab:brown
85,1,1,tab:purple
85,8,11,tab:purple
85,16,19,tab:purple
85,34,12,tab:purple
85,45,8,tab:purple
85,49,8,tab:purple
85,51,8,tab:purple
85,52,1,tab:purple
85,69,6,tab:purple
85,81,7,tab:purple
85,83,4,tab:purple
85,90,1,tab:purple
85,93,3,tab:purple
85,104,5,tab:purple
85,111,1,tab:purple
85,156,1,tab:purple
85,166,1,tab:purple
86,7,3,tab:brown
86,9,6,tab:brown
86,11,6,tab:brown
86,13,4,tab:brown
86,15,2,tab:brown
86,21,1,tab:brown
86,22,5,tab:brown
86,24,13,tab:brown
86,25,2,tab:brown
86,26,1,tab:brown
86,27,7,tab:brown
86,28,3,tab:brown
86,30,7,tab:brown
86,31,4,tab:brown
86,38,4,tab:brown
86,41,1,tab:brown
86,42,1,tab:brown
86,43,7,tab:brown
86,47,6,tab:brown
86,48,6,tab:brown
86,50,4,tab:brown
86,57,1,tab:brown
86,59,4,tab:brown
86,63,1,tab:brown
86,64,6,tab:brown
86,65,7,tab:brown
86,76,3,tab:brown
86,84,4,tab:brown
86,86,2,tab:brown
86,94,2,tab:brown
86,95,4,tab:brown
86,110,4,tab:brown
86,123,2,tab:brown
86,128,3,tab:brown
86,139,1,tab:brown
86,143,3,tab:brown
86,144,1,tab:brown
86,145,1,tab:brown
86,147,6,tab:brown
86,157,2,tab:brown
87,12,1,tab:pink
87,17,6,tab:pink
87,23,1,tab:pink
87,29,5,tab:pink
87,32,1,tab:pink
87,33,1,tab:pink
87,44,2,tab:pink
87,46,4,tab:pink
87,53,6,tab:pink
87,54,5,tab:pink
87,55,6,tab:pink
87,56,4,tab:pink
87,58,3,tab:pink
87,60,1,tab:pink
87,61,1,tab:pink
87,70,5,tab:pink
87,71,1,tab:pink
87,75,4,tab:pink
87,77,1,tab:pink
87,78,3,tab:pink
87,79,1,tab:pink
87,82,2,tab:pink
87,89,1,tab:pink
87,96,1,tab:pink
87,100,1,tab:pink
87,105,5,tab:pink
87,115,7,tab:pink
87,129,1,tab:pink
87,133,4,tab:pink
87,134,1,tab:pink
87,160,1,tab:pink
87,162,1,tab:pink
87,167,1,tab:pink
87,174,2,tab:pink
87,175,1,tab:pink
87,182,1,tab:pink
88,0,4,tab:blue
88,1,6,tab:blue
88,2,1,tab:blue
88,3,1,tab:blue
88,5,9,tab:blue
88,7,1,tab:blue
88,18,5,tab:blue
88,20,2,tab:blue
88,33,10,tab:blue
88,36,1,tab:blue
88,37,2,tab:blue
88,38,2,tab:blue
88,39,2,tab:blue
88,40,12,tab:blue
88,41,1,tab:blue
88,57,1,tab:blue
88,60,1,tab:blue
88,80,3,tab:blue
88,92,1,tab:blue
88,95,1,tab:blue
88,99,1,tab:blue
88,102,1,tab:blue
88,119,5,tab:blue
88,126,4,tab:blue
89,17,7,tab:pink
89,29,11,tab:pink
89,37,1,tab:pink
89,44,9,tab:pink
89,46,9,tab:pink
89,53,2,tab:pink
89,54,4,tab:pink
89,55,3,tab:pink
89,56,6,tab:pink
89,58,4,tab:pink
89,60,3,tab:pink
89,61,3,tab:pink
89,68,9,tab:pink
89,70,4,tab:pink
89,71,4,tab:pink
89,75,6,tab:pink
89,77,1,tab:pink
89,78,2,tab:pink
89,82,4,tab:pink
89,87,1,tab:pink
89,95,2,tab:pink
89,96,3,tab:pink
89,100,1,tab:pink
89,105,2,tab:pink
89,106,3,tab:pink
89,116,1,tab:pink
89,120,1,tab:pink
89,129,1,tab:pink
89,133,2,tab:pink
89,134,3,tab:pink
89,136,3,tab:pink
89,155,1,tab:pink
89,160,1,tab:pink
89,164,1,tab:pink
89,167,1,tab:pink
89,171,2,tab:pink
90,3,24,tab:green
90,6,19,tab:green
90,8,3,tab:green
90,10,17,tab:green
90,14,19,tab:green
90,16,2,tab:green
90,19,17,tab:green
90,35,19,tab:green
90,51,1,tab:green
90,52,16,tab:green
90,62,12,tab:green
90,67,12,tab:green
90,81,2,tab:green
90,110,1,tab:green
90,111,1,tab:green
91,0,1,tab:brown
91,7,6,tab:brown
91,9,4,tab:brown
91,13,5,tab:brown
91,15,4,tab:brown
91,22,2,tab:brown
91,24,3,tab:brown
91,25,6,tab:brown
91,26,1,tab:brown
91,27,2,tab:brown
91,28,4,tab:brown
91,31,5,tab:brown
91,38,6,tab:brown
91,41,3,tab:brown
91,42,9,tab:brown
91,43,2,tab:brown
91,47,4,tab:brown
91,48,4,tab:brown
91,50,1,tab:brown
91,59,2,tab:brown
91,64,3,tab:brown
91,65,1,tab:brown
91,66,1,tab:brown
91,72,2,tab:brown
91,76,3,tab:brown
91,92,18,tab:brown
91,94,17,tab:brown
91,95,2,tab:brown
91,101,4,tab:brown
91,108,5,tab:brown
91,109,1,tab:brown
91,118,2,tab:brown
91,128,4,tab:brown
91,143,2,tab:brown
91,144,1,tab:brown
91,145,5,tab:brown
91,147,1,tab:brown
91,154,2,tab:brown
91,157,3,tab:brown
91,165,1,tab:brown
92,7,4,tab:brown
92,11,3,tab:brown
92,13,1,tab:brown
92,15,4,tab:brown
92,21,2,tab:brown
92,22,4,tab:brown
92,26,2,tab:brown
92,27,3,tab:brown
92,28,5,tab:brown
92,31,5,tab:brown
92,38,6,tab:brown
92,41,1,tab:brown
92,42,2,tab:brown
92,43,1,tab:brown
92,47,5,tab:brown
92,48,3,tab:brown
92,50,1,tab:brown
92,59,5,tab:brown
92,64,3,tab:brown
92,65,4,tab:brown
92,66,1,tab:brown
92,72,2,tab:brown
92,74,1,tab:brown
92,76,4,tab:brown
92,84,1,tab:brown
92,91,3,tab:brown
92,94,14,tab:brown
92,95,4,tab:brown
92,101,2,tab:brown
92,108,6,tab:brown
92,109,1,tab:brown
92,118,2,tab:brown
92,128,4,tab:brown
92,132,1,tab:brown
92,138,1,tab:brown
92,144,1,tab:brown
92,145,2,tab:brown
92,147,3,tab:brown
92,150,1,tab:brown
92,154,2,tab:brown
92,157,1,tab:brown
93,7,1,tab:purple
93,8,13,tab:purple
93,16,9,tab:purple
93,34,11,tab:purple
93,45,10,tab:purple
93,49,8,tab:purple
93,51,5,tab:purple
93,69,3,tab:purple
93,81,6,tab:purple
93,83,7,tab:purple
93,85,5,tab:purple
93,104,10,tab:purple
93,111,5,tab:purple
93,151,3,tab:purple
93,163,4,tab:purple
94,7,1,tab:brown
94,9,4,tab:brown
94,11,1,tab:brown
94,13,1,tab:brown
94,15,6,tab:brown
94,22,3,tab:brown
94,24,1,tab:brown
94,25,6,tab:brown
94,27,5,tab:brown
94,28,2,tab:brown
94,30,4,tab:brown
94,38,2,tab:brown
94,43,8,tab:brown
94,47,1,tab:brown
94,48,4,tab:brown
94,50,1,tab:brown
94,59,2,tab:brown
94,63,3,tab:brown
94,64,2,tab:brown
94,66,2,tab:brown
94,76,3,tab:brown
94,84,2,tab:brown
94,86,1,tab:brown
94,91,11,tab:brown
94,92,16,tab:brown
94,101,3,tab:brown
94,102,1,tab:brown
94,108,1,tab:brown
94,109,2,tab:brown
94,118,2,tab:brown
94,128,2,tab:brown
94,132,1,tab:brown
94,138,1,tab:brown
94,139,9,tab:brown
94,143,4,tab:brown
94,145,4,tab:brown
94,147,2,tab:brown
94,150,1,tab:brown
94,157,1,tab:brown
95,1,4,tab:brown
95,7,2,tab:brown
95,9,1,tab:brown
95,10,1,tab:brown
95,11,4,tab:brown
95,13,1,tab:brown
95,15,4,tab:brown
95,22,1,tab:brown
95,23,1,tab:brown
95,25,4,tab:brown
95,26,3,tab:brown
95,27,5,tab:brown
95,29,2,tab:brown
95,30,4,tab:brown
95,38,1,tab:brown
95,40,3,tab:brown
95,41,3,tab:brown
95,42,4,tab:brown
95,43,2,tab:brown
95,47,4,tab:brown
95,48,1,tab:brown
95,50,4,tab:brown
95,52,1,tab:brown
95,59,7,tab:brown
95,65,3,tab:brown
95,66,3,tab:brown
95,79,1,tab:brown
95,84,1,tab:brown
95,86,2,tab:brown
95,92,1,tab:brown
95,101,2,tab:brown
95,108,4,tab:brown
95,110,4,tab:brown
95,118,1,tab:brown
95,122,1,tab:brown
95,128,2,tab:brown
95,142,1,tab:brown
95,145,1,tab:brown
95,154,2,tab:brown
96,17,6,tab:pink
96,29,5,tab:pink
96,33,1,tab:pink
96,37,1,tab:pink
96,44,3,tab:pink
96,46,1,tab:pink
96,53,4,tab:pink
96,54,8,tab:pink
96,55,5,tab:pink
96,56,6,tab:pink
96,60,8,tab:pink
96,61,4,tab:pink
96,68,3,tab:pink
96,71,3,tab:pink
96,75,2,tab:pink
96,77,6,tab:pink
96,78,7,tab:pink
96,87,1,tab:pink
96,100,4,tab:pink
96,102,1,tab:pink
96,105,5,tab:pink
96,106,2,tab:pink
96,116,2,tab:pink
96,121,4,tab:pink
96,129,3,tab:pink
96,133,1,tab:pink
96,134,2,tab:pink
96,138,1,tab:pink
96,158,2,tab:pink
96,167,1,tab:pink
96,177,1,tab:pink
97,0,9,tab:blue
97,1,7,tab:blue
97,2,17,tab:blue
97,4,15,tab:blue
97,5,4,tab:blue
97,12,10,tab:blue
97,23,14,tab:blue
97,32,4,tab:blue
97,33,4,tab:blue
97,37,2,tab:blue
97,40,4,tab:blue
97,57,2,tab:blue
97,73,4,tab:blue
97,80,3,tab:blue
97,88,1,tab:blue
97,98,2,tab:blue
97,99,3,tab:blue
97,102,2,tab:blue
97,103,10,tab:blue
97,117,1,tab:blue
97,119,2,tab:blue
97,122,1,tab:blue
97,124,2,tab:blue
97,126,1,tab:blue
97,127,5,tab:blue
97,131,2,tab:blue
97,141,1,tab:blue
97,172,1,tab:blue
97,173,1,tab:blue
97,180,1,tab:blue
97,183,2,tab:blue
97,184,1,tab:blue
98,0,7,tab:blue
98,1,3,tab:blue
98,2,7,tab:blue
98,4,3,tab:blue
98,5,5,tab:blue
98,12,1,tab:blue
98,18,5,tab:blue
98,20,3,tab:blue
98,23,5,tab:blue
98,32,10,tab:blue
98,33,5,tab:blue
98,36,5,tab:blue
98,39,4,tab:blue
98,40,5,tab:blue
98,57,1,tab:blue
98,68,1,tab:blue
98,73,3,tab:blue
98,74,2,tab:blue
98,79,4,tab:blue
98,80,3,tab:blue
98,87,1,tab:blue
98,88,1,tab:blue
98,99,1,tab:blue
98,102,2,tab:blue
98,103,1,tab:blue
98,117,6,tab:blue
98,119,3,tab:blue
98,122,1,tab:blue
98,126,3,tab:blue
98,127,1,tab:blue
98,131,4,tab:blue
98,139,1,tab:blue
98,141,5,tab:blue
98,145,1,tab:blue
98,146,3,tab:blue
98,172,5,tab:blue
98,183,5,tab:blue
99,0,15,tab:blue
99,1,5,tab:blue
99,2,10,tab:blue
99,4,19,tab:blue
99,5,4,tab:blue
99,12,12,tab:blue
99,20,2,tab:blue
99,23,8,tab:blue
99,32,2,tab:blue
99,33,6,tab:blue
99,36,1,tab:blue
99,37,2,tab:blue
99,40,1,tab:blue
99,57,1,tab:blue
99,73,4,tab:blue
99,74,2,tab:blue
99,80,5,tab:blue
99,88,1,tab:blue
99,95,1,tab:blue
99,97,3,tab:blue
99,98,1,tab:blue
99,103,11,tab:blue
99,119,2,tab:blue
99,122,2,tab:blue
99,124,1,tab:blue
99,127,6,tab:blue
99,131,1,tab:blue
99,137,2,tab:blue
99,146,1,tab:blue
99,172,2,tab:blue
99,180,2,tab:blue
99,183,1,tab:blue
100,1,1,tab:pink
100,17,3,tab:pink
100,29,4,tab:pink
100,30,1,tab:pink
100,44,2,tab:pink
100,46,3,tab:pink
100,48,1,tab:pink
100,53,13,tab:pink
100,54,8,tab:pink
100,55,5,tab:pink
100,56,3,tab:pink
100,58,2,tab:pink
100,60,5,tab:pink
100,61,5,tab:pink
100,70,1,tab:pink
100,71,3,tab:pink
100,75,7,tab:pink
100,77,2,tab:pink
100,78,8,tab:pink
100,82,1,tab:pink
100,87,3,tab:pink
100,89,1,tab:pink
100,96,1,tab:pink
100,106,3,tab:pink
100,115,3,tab:pink
100,121,2,tab:pink
100,129,1,tab:pink
100,133,1,tab:pink
100,136,1,tab:pink
100,155,2,tab:pink
100,158,1,tab:pink
100,160,2,tab:pink
100,162,1,tab:pink
100,164,1,tab:pink
100,171,2,tab:pink
100,176,1,tab:pink
100,182,1,tab:pink
100,184,1,tab:pink
101,1,1,tab:brown
101,3,1,tab:brown
101,7,1,tab:brown
101,9,2,tab:brown
101,10,1,tab:brown
101,11,3,tab:brown
101,15,2,tab:brown
101,22,1,tab:brown
101,24,5,tab:brown
101,25,2,tab:brown
101,26,1,tab:brown
101,27,5,tab:brown
101,30,1,tab:brown
101,31,3,tab:brown
101,38,4,tab:brown
101,41,1,tab:brown
101,42,3,tab:brown
101,43,1,tab:brown
101,48,1,tab:brown
101,50,1,tab:brown
101,54,1,tab:brown
101,59,1,tab:brown
101,63,1,tab:brown
101,64,3,tab:brown
101,65,1,tab:brown
101,84,2,tab:brown
101,86,1,tab:brown
101,94,1,tab:brown
101,101,2,tab:brown
101,118,2,tab:brown
101,139,2,tab:brown
